index,study,study_type,gb,boot10,jack10,boot100,jack100,boot1000,jack1000,rep,rep100
56,M30222,phylogenetic,20,100,100,100,100,100,100,0.1694915254,16.94915254
56,M30222,phylogenetic,33,100,100,100,100,100,100,0.2796610169,27.96610169
56,M30222,phylogenetic,1,50,40,61,61,65,63,0.008474576271,0.8474576271
56,M30222,phylogenetic,3,100,100,90,92,92,92,0.02542372881,2.542372881
56,M30222,phylogenetic,118,100,100,100,100,100,100,1,100
57,M30223,phylogenetic,3,100,100,94,99,95,96,0.01421800948,1.421800948
57,M30223,phylogenetic,1,40,60,60,70,51,54,0.004739336493,0.4739336493
57,M30223,phylogenetic,1,20,30,17,21,25,31,0.004739336493,0.4739336493
57,M30223,phylogenetic,1,60,70,69,66,64,63,0.004739336493,0.4739336493
57,M30223,phylogenetic,2,70,70,66,72,73,72,0.009478672986,0.9478672986
57,M30223,phylogenetic,1,20,20,12,36,16,23,0.004739336493,0.4739336493
57,M30223,phylogenetic,6,100,100,94,100,98,99,0.02843601896,2.843601896
57,M30223,phylogenetic,1,50,10,23,23,21,23,0.004739336493,0.4739336493
57,M30223,phylogenetic,66,100,100,100,100,100,100,0.3127962085,31.27962085
57,M30223,phylogenetic,1,10,40,5,16,17,26,0.004739336493,0.4739336493
57,M30223,phylogenetic,211,100,100,100,100,100,100,1,100
58,M30225,phylogenetic,1,60,50,65,67,64,64,0.008403361345,0.8403361345
58,M30225,phylogenetic,3,100,90,97,89,95,94,0.02521008403,2.521008403
58,M30225,phylogenetic,2,90,80,82,75,81,82,0.01680672269,1.680672269
58,M30225,phylogenetic,1,60,60,59,58,59,61,0.008403361345,0.8403361345
58,M30225,phylogenetic,119,100,100,100,100,100,100,1,100
59,M30246,phylogenetic,3,80,100,93,94,95,95,0.03092783505,3.092783505
59,M30246,phylogenetic,8,100,100,100,100,100,100,0.0824742268,8.24742268
59,M30246,phylogenetic,1,80,40,47,52,36,43,0.01030927835,1.030927835
59,M30246,phylogenetic,1,80,10,38,48,46,47,0.01030927835,1.030927835
59,M30246,phylogenetic,5,100,100,95,98,96,98,0.05154639175,5.154639175
59,M30246,phylogenetic,1,50,30,54,65,63,62,0.01030927835,1.030927835
59,M30246,phylogenetic,5,100,100,99,95,97,97,0.05154639175,5.154639175
59,M30246,phylogenetic,2,90,90,83,80,78,80,0.0206185567,2.06185567
59,M30246,phylogenetic,2,90,80,91,88,89,90,0.0206185567,2.06185567
59,M30246,phylogenetic,5,100,100,100,100,98,98,0.05154639175,5.154639175
59,M30246,phylogenetic,1,50,20,6,12,10,22,0.01030927835,1.030927835
59,M30246,phylogenetic,4,80,90,90,93,85,92,0.0412371134,4.12371134
59,M30246,phylogenetic,4,80,90,90,93,86,92,0.0412371134,4.12371134
59,M30246,phylogenetic,3,40,20,58,62,54,65,0.03092783505,3.092783505
59,M30246,phylogenetic,13,100,100,100,100,99,100,0.1340206186,13.40206186
59,M30246,phylogenetic,8,100,100,100,100,100,99,0.0824742268,8.24742268
59,M30246,phylogenetic,5,100,100,95,96,88,95,0.05154639175,5.154639175
59,M30246,phylogenetic,1,80,60,66,73,69,71,0.01030927835,1.030927835
59,M30246,phylogenetic,9,100,100,100,100,99,100,0.09278350515,9.278350515
59,M30246,phylogenetic,97,100,100,100,100,100,100,1,100
60,M30247,phylogenetic,3,70,90,81,82,76,84,0.0297029703,2.97029703
60,M30247,phylogenetic,2,60,80,53,60,54,66,0.0198019802,1.98019802
60,M30247,phylogenetic,2,10,50,29,53,35,50,0.0198019802,1.98019802
60,M30247,phylogenetic,1,30,10,15,20,12,20,0.009900990099,0.9900990099
60,M30247,phylogenetic,1,30,40,21,29,23,27,0.009900990099,0.9900990099
60,M30247,phylogenetic,1,70,80,54,58,55,57,0.009900990099,0.9900990099
60,M30247,phylogenetic,1,70,60,71,65,65,61,0.009900990099,0.9900990099
60,M30247,phylogenetic,4,100,100,100,99,99,99,0.0396039604,3.96039604
60,M30247,phylogenetic,2,100,100,100,98,98,99,0.0198019802,1.98019802
60,M30247,phylogenetic,2,50,60,58,63,59,65,0.0198019802,1.98019802
60,M30247,phylogenetic,1,30,20,15,15,14,15,0.009900990099,0.9900990099
60,M30247,phylogenetic,3,50,20,41,56,44,60,0.0297029703,2.97029703
60,M30247,phylogenetic,2,50,30,36,45,35,49,0.0198019802,1.98019802
60,M30247,phylogenetic,1,90,40,59,64,53,59,0.009900990099,0.9900990099
60,M30247,phylogenetic,2,50,40,36,29,18,26,0.0198019802,1.98019802
60,M30247,phylogenetic,2,80,90,79,87,84,86,0.0198019802,1.98019802
60,M30247,phylogenetic,101,100,100,100,100,100,100,1,100
61,M30263,phylogenetic,4,100,100,99,99,98,98,0.07547169811,7.547169811
61,M30263,phylogenetic,5,80,100,95,95,92,97,0.09433962264,9.433962264
61,M30263,phylogenetic,4,100,90,96,97,95,97,0.07547169811,7.547169811
61,M30263,phylogenetic,2,50,70,58,64,58,73,0.03773584906,3.773584906
61,M30263,phylogenetic,2,100,80,90,83,86,87,0.03773584906,3.773584906
61,M30263,phylogenetic,7,100,100,100,100,100,99,0.1320754717,13.20754717
61,M30263,phylogenetic,2,70,60,81,81,77,80,0.03773584906,3.773584906
61,M30263,phylogenetic,5,100,100,97,99,97,98,0.09433962264,9.433962264
61,M30263,phylogenetic,2,70,60,78,79,72,81,0.03773584906,3.773584906
61,M30263,phylogenetic,1,60,20,37,46,41,49,0.01886792453,1.886792453
61,M30263,phylogenetic,2,80,70,69,68,61,63,0.03773584906,3.773584906
61,M30263,phylogenetic,1,100,100,97,92,95,94,0.01886792453,1.886792453
61,M30263,phylogenetic,3,90,100,90,95,95,96,0.05660377358,5.660377358
61,M30263,phylogenetic,6,100,100,100,98,97,98,0.1132075472,11.32075472
61,M30263,phylogenetic,1,20,30,10,11,8,8,0.01886792453,1.886792453
61,M30263,phylogenetic,4,80,70,83,90,78,88,0.07547169811,7.547169811
61,M30263,phylogenetic,10,100,100,100,100,99,100,0.1886792453,18.86792453
61,M30263,phylogenetic,18,100,100,100,100,100,100,0.3396226415,33.96226415
61,M30263,phylogenetic,53,100,100,100,100,100,100,1,100
62,M30264,phylogenetic,3,100,100,94,95,95,95,0.06382978723,6.382978723
62,M30264,phylogenetic,1,30,40,14,30,19,23,0.02127659574,2.127659574
62,M30264,phylogenetic,1,90,50,62,57,63,66,0.02127659574,2.127659574
62,M30264,phylogenetic,6,100,100,100,100,99,99,0.1276595745,12.76595745
62,M30264,phylogenetic,1,80,40,52,59,53,60,0.02127659574,2.127659574
62,M30264,phylogenetic,1,30,80,43,63,49,55,0.02127659574,2.127659574
62,M30264,phylogenetic,1,50,60,63,56,64,61,0.02127659574,2.127659574
62,M30264,phylogenetic,8,100,100,100,99,100,99,0.170212766,17.0212766
62,M30264,phylogenetic,1,70,60,62,64,63,62,0.02127659574,2.127659574
62,M30264,phylogenetic,6,100,100,100,100,99,99,0.1276595745,12.76595745
62,M30264,phylogenetic,2,50,80,70,73,75,73,0.04255319149,4.255319149
62,M30264,phylogenetic,5,100,100,96,100,99,99,0.1063829787,10.63829787
62,M30264,phylogenetic,2,90,90,70,79,70,77,0.04255319149,4.255319149
62,M30264,phylogenetic,2,80,70,66,74,68,73,0.04255319149,4.255319149
62,M30264,phylogenetic,3,100,100,95,97,97,97,0.06382978723,6.382978723
62,M30264,phylogenetic,8,100,100,100,100,99,99,0.170212766,17.0212766
62,M30264,phylogenetic,8,100,100,95,100,97,99,0.170212766,17.0212766
62,M30264,phylogenetic,47,100,100,100,100,100,100,1,100
63,M30439,phylogenetic,14,100,100,100,100,100,100,0.2222222222,22.22222222
63,M30439,phylogenetic,1,20,30,15,17,8,15,0.01587301587,1.587301587
63,M30439,phylogenetic,3,10,70,69,89,74,80,0.04761904762,4.761904762
63,M30439,phylogenetic,2,80,50,49,57,50,59,0.03174603175,3.174603175
63,M30439,phylogenetic,1,30,60,44,56,52,60,0.01587301587,1.587301587
63,M30439,phylogenetic,2,90,100,88,95,92,94,0.03174603175,3.174603175
63,M30439,phylogenetic,3,80,90,71,85,71,81,0.04761904762,4.761904762
63,M30439,phylogenetic,7,100,100,100,100,100,99,0.1111111111,11.11111111
63,M30439,phylogenetic,4,100,100,87,97,88,94,0.06349206349,6.349206349
63,M30439,phylogenetic,15,100,100,100,100,100,100,0.2380952381,23.80952381
63,M30439,phylogenetic,1,60,20,46,54,38,46,0.01587301587,1.587301587
63,M30439,phylogenetic,63,100,100,100,100,100,100,1,100
64,M30638,phylogenetic,1,50,40,64,57,65,63,0.02325581395,2.325581395
64,M30638,phylogenetic,6,100,100,97,97,96,98,0.1395348837,13.95348837
64,M30638,phylogenetic,10,100,100,100,100,99,100,0.2325581395,23.25581395
64,M30638,phylogenetic,14,100,100,100,100,100,100,0.3255813953,32.55813953
64,M30638,phylogenetic,2,90,80,89,88,85,86,0.04651162791,4.651162791
64,M30638,phylogenetic,11,100,100,100,100,100,100,0.2558139535,25.58139535
64,M30638,phylogenetic,1,70,50,60,58,56,60,0.02325581395,2.325581395
64,M30638,phylogenetic,1,40,60,38,66,47,54,0.02325581395,2.325581395
64,M30638,phylogenetic,5,100,100,100,100,97,98,0.1162790698,11.62790698
64,M30638,phylogenetic,1,30,60,59,68,65,62,0.02325581395,2.325581395
64,M30638,phylogenetic,1,20,30,28,35,28,32,0.02325581395,2.325581395
64,M30638,phylogenetic,4,100,100,96,97,95,96,0.09302325581,9.302325581
64,M30638,phylogenetic,7,100,100,100,99,98,99,0.1627906977,16.27906977
64,M30638,phylogenetic,6,100,100,100,100,98,99,0.1395348837,13.95348837
64,M30638,phylogenetic,2,50,80,61,67,50,65,0.04651162791,4.651162791
64,M30638,phylogenetic,1,40,70,53,52,41,51,0.02325581395,2.325581395
64,M30638,phylogenetic,4,100,80,95,93,93,97,0.09302325581,9.302325581
64,M30638,phylogenetic,1,30,40,38,57,39,52,0.02325581395,2.325581395
64,M30638,phylogenetic,43,100,100,100,100,100,100,1,100
65,M30655,phylogenetic,2,70,90,66,66,65,72,0.01369863014,1.369863014
65,M30655,phylogenetic,3,100,80,71,67,66,73,0.02054794521,2.054794521
65,M30655,phylogenetic,3,30,60,61,69,57,68,0.02054794521,2.054794521
65,M30655,phylogenetic,5,50,70,81,89,81,90,0.03424657534,3.424657534
65,M30655,phylogenetic,22,100,100,100,100,100,100,0.1506849315,15.06849315
65,M30655,phylogenetic,2,20,10,32,42,26,34,0.01369863014,1.369863014
65,M30655,phylogenetic,21,100,100,100,100,100,100,0.1438356164,14.38356164
65,M30655,phylogenetic,2,20,30,30,35,28,36,0.01369863014,1.369863014
65,M30655,phylogenetic,3,20,80,66,78,70,78,0.02054794521,2.054794521
65,M30655,phylogenetic,3,80,90,92,92,91,94,0.02054794521,2.054794521
65,M30655,phylogenetic,7,100,100,94,98,93,98,0.04794520548,4.794520548
65,M30655,phylogenetic,40,100,100,100,100,100,100,0.2739726027,27.39726027
65,M30655,phylogenetic,14,100,100,97,100,96,99,0.09589041096,9.589041096
65,M30655,phylogenetic,3,20,50,33,61,40,51,0.02054794521,2.054794521
65,M30655,phylogenetic,64,100,100,100,100,100,100,0.4383561644,43.83561644
65,M30655,phylogenetic,8,90,90,93,96,88,95,0.05479452055,5.479452055
65,M30655,phylogenetic,4,30,20,33,51,22,29,0.02739726027,2.739726027
65,M30655,phylogenetic,18,100,100,100,100,99,100,0.1232876712,12.32876712
65,M30655,phylogenetic,15,100,100,100,100,99,100,0.102739726,10.2739726
65,M30655,phylogenetic,1,60,40,34,28,38,42,0.006849315068,0.6849315068
65,M30655,phylogenetic,2,90,70,85,89,86,89,0.01369863014,1.369863014
65,M30655,phylogenetic,3,100,100,89,92,90,93,0.02054794521,2.054794521
65,M30655,phylogenetic,146,100,100,100,100,100,100,1,100
66,M30656,phylogenetic,2,100,70,85,85,85,86,0.01015228426,1.015228426
66,M30656,phylogenetic,5,80,100,92,95,92,96,0.02538071066,2.538071066
66,M30656,phylogenetic,15,100,100,100,100,99,100,0.07614213198,7.614213198
66,M30656,phylogenetic,8,100,100,100,100,99,100,0.04060913706,4.060913706
66,M30656,phylogenetic,2,60,20,29,46,33,42,0.01015228426,1.015228426
66,M30656,phylogenetic,15,100,100,100,100,99,100,0.07614213198,7.614213198
66,M30656,phylogenetic,52,100,100,100,100,100,100,0.2639593909,26.39593909
66,M30656,phylogenetic,12,100,100,98,100,98,100,0.06091370558,6.091370558
66,M30656,phylogenetic,32,100,100,100,100,100,100,0.1624365482,16.24365482
66,M30656,phylogenetic,26,100,100,100,100,100,100,0.1319796954,13.19796954
66,M30656,phylogenetic,39,100,100,100,100,100,100,0.1979695431,19.79695431
66,M30656,phylogenetic,80,100,100,100,100,100,100,0.4060913706,40.60913706
66,M30656,phylogenetic,7,100,100,81,92,83,94,0.03553299492,3.553299492
66,M30656,phylogenetic,14,100,100,100,100,99,100,0.07106598985,7.106598985
66,M30656,phylogenetic,4,80,100,73,91,76,83,0.02030456853,2.030456853
66,M30656,phylogenetic,7,100,100,99,100,99,99,0.03553299492,3.553299492
66,M30656,phylogenetic,11,100,100,100,100,99,100,0.05583756345,5.583756345
66,M30656,phylogenetic,20,100,100,100,100,100,100,0.1015228426,10.15228426
66,M30656,phylogenetic,2,80,70,69,81,62,68,0.01015228426,1.015228426
66,M30656,phylogenetic,2,80,20,56,63,58,58,0.01015228426,1.015228426
66,M30656,phylogenetic,3,100,60,85,85,80,86,0.0152284264,1.52284264
66,M30656,phylogenetic,10,100,100,99,99,98,99,0.05076142132,5.076142132
66,M30656,phylogenetic,20,100,100,100,100,99,100,0.1015228426,10.15228426
66,M30656,phylogenetic,2,50,50,42,46,37,42,0.01015228426,1.015228426
66,M30656,phylogenetic,17,100,100,100,100,100,100,0.08629441624,8.629441624
66,M30656,phylogenetic,4,80,100,84,93,88,93,0.02030456853,2.030456853
66,M30656,phylogenetic,4,80,90,90,93,84,92,0.02030456853,2.030456853
66,M30656,phylogenetic,10,70,100,75,94,85,93,0.05076142132,5.076142132
66,M30656,phylogenetic,6,100,100,97,100,99,99,0.03045685279,3.045685279
66,M30656,phylogenetic,7,80,100,70,84,73,81,0.03553299492,3.553299492
66,M30656,phylogenetic,19,100,100,100,100,100,100,0.09644670051,9.644670051
66,M30656,phylogenetic,22,100,100,100,100,100,100,0.1116751269,11.16751269
66,M30656,phylogenetic,21,100,100,100,100,100,100,0.1065989848,10.65989848
66,M30656,phylogenetic,16,100,100,100,100,100,100,0.08121827411,8.121827411
66,M30656,phylogenetic,9,100,100,99,99,98,99,0.04568527919,4.568527919
66,M30656,phylogenetic,7,60,50,86,88,74,84,0.03553299492,3.553299492
66,M30656,phylogenetic,197,100,100,100,100,100,100,1,100
67,M30725,phylogenetic,1,70,80,79,77,74,72,0.02325581395,2.325581395
67,M30725,phylogenetic,5,90,100,97,98,98,98,0.1162790698,11.62790698
67,M30725,phylogenetic,5,100,90,100,99,99,99,0.1162790698,11.62790698
67,M30725,phylogenetic,2,10,60,36,53,36,43,0.04651162791,4.651162791
67,M30725,phylogenetic,4,100,100,97,98,96,97,0.09302325581,9.302325581
67,M30725,phylogenetic,1,40,50,43,48,49,53,0.02325581395,2.325581395
67,M30725,phylogenetic,1,40,60,52,49,53,54,0.02325581395,2.325581395
67,M30725,phylogenetic,4,80,90,85,94,89,94,0.09302325581,9.302325581
67,M30725,phylogenetic,3,80,90,87,95,81,87,0.06976744186,6.976744186
67,M30725,phylogenetic,4,80,100,94,99,97,96,0.09302325581,9.302325581
67,M30725,phylogenetic,1,60,70,58,69,49,59,0.02325581395,2.325581395
67,M30725,phylogenetic,4,90,100,90,93,91,91,0.09302325581,9.302325581
67,M30725,phylogenetic,1,30,70,45,47,45,48,0.02325581395,2.325581395
67,M30725,phylogenetic,3,80,90,80,82,82,85,0.06976744186,6.976744186
67,M30725,phylogenetic,1,40,70,30,43,39,45,0.02325581395,2.325581395
67,M30725,phylogenetic,4,100,100,95,96,95,96,0.09302325581,9.302325581
67,M30725,phylogenetic,5,100,100,96,92,95,94,0.1162790698,11.62790698
67,M30725,phylogenetic,2,60,80,44,53,51,54,0.04651162791,4.651162791
67,M30725,phylogenetic,1,70,80,66,73,63,65,0.02325581395,2.325581395
67,M30725,phylogenetic,3,80,90,90,93,94,94,0.06976744186,6.976744186
67,M30725,phylogenetic,2,60,60,72,73,64,72,0.04651162791,4.651162791
67,M30725,phylogenetic,1,60,20,58,60,46,54,0.02325581395,2.325581395
67,M30725,phylogenetic,2,60,30,71,69,59,69,0.04651162791,4.651162791
67,M30725,phylogenetic,2,80,80,81,82,84,83,0.04651162791,4.651162791
67,M30725,phylogenetic,4,100,100,92,96,93,96,0.09302325581,9.302325581
67,M30725,phylogenetic,4,100,80,95,95,96,96,0.09302325581,9.302325581
67,M30725,phylogenetic,1,50,70,60,59,64,64,0.02325581395,2.325581395
67,M30725,phylogenetic,1,60,50,63,61,63,62,0.02325581395,2.325581395
67,M30725,phylogenetic,2,80,90,84,88,87,85,0.04651162791,4.651162791
67,M30725,phylogenetic,6,100,100,94,98,95,98,0.1395348837,13.95348837
67,M30725,phylogenetic,4,100,100,100,98,98,97,0.09302325581,9.302325581
67,M30725,phylogenetic,15,100,100,100,100,100,100,0.3488372093,34.88372093
67,M30725,phylogenetic,8,100,100,100,100,99,99,0.1860465116,18.60465116
67,M30725,phylogenetic,8,100,100,100,98,99,99,0.1860465116,18.60465116
67,M30725,phylogenetic,6,100,100,99,100,99,99,0.1395348837,13.95348837
67,M30725,phylogenetic,9,100,100,99,100,99,100,0.2093023256,20.93023256
67,M30725,phylogenetic,2,90,90,86,92,86,87,0.04651162791,4.651162791
67,M30725,phylogenetic,1,20,50,48,50,44,49,0.02325581395,2.325581395
67,M30725,phylogenetic,43,100,100,100,100,100,100,1,100
68,M30726,phylogenetic,13,100,100,100,100,100,100,0.1382978723,13.82978723
68,M30726,phylogenetic,19,100,100,100,100,100,100,0.2021276596,20.21276596
68,M30726,phylogenetic,24,100,100,100,100,100,100,0.2553191489,25.53191489
68,M30726,phylogenetic,4,70,20,45,50,46,51,0.04255319149,4.255319149
68,M30726,phylogenetic,8,90,70,93,96,90,96,0.08510638298,8.510638298
68,M30726,phylogenetic,5,100,100,93,97,93,97,0.05319148936,5.319148936
68,M30726,phylogenetic,15,100,100,100,100,100,100,0.1595744681,15.95744681
68,M30726,phylogenetic,5,20,30,10,13,10,15,0.05319148936,5.319148936
68,M30726,phylogenetic,2,60,10,15,15,4,11,0.02127659574,2.127659574
68,M30726,phylogenetic,8,100,100,97,94,94,97,0.08510638298,8.510638298
68,M30726,phylogenetic,4,20,10,8,23,15,21,0.04255319149,4.255319149
68,M30726,phylogenetic,9,100,100,93,97,90,97,0.09574468085,9.574468085
68,M30726,phylogenetic,11,100,100,100,100,99,99,0.1170212766,11.70212766
68,M30726,phylogenetic,2,10,20,8,14,12,20,0.02127659574,2.127659574
68,M30726,phylogenetic,2,90,100,90,95,91,93,0.02127659574,2.127659574
68,M30726,phylogenetic,8,100,100,100,100,99,99,0.08510638298,8.510638298
68,M30726,phylogenetic,2,90,100,92,94,85,89,0.02127659574,2.127659574
68,M30726,phylogenetic,11,100,100,100,100,100,99,0.1170212766,11.70212766
68,M30726,phylogenetic,15,100,100,100,100,100,100,0.1595744681,15.95744681
68,M30726,phylogenetic,6,60,60,67,74,68,77,0.06382978723,6.382978723
68,M30726,phylogenetic,4,60,100,59,83,59,74,0.04255319149,4.255319149
68,M30726,phylogenetic,8,50,50,72,82,68,81,0.08510638298,8.510638298
68,M30726,phylogenetic,3,20,10,45,33,38,48,0.03191489362,3.191489362
68,M30726,phylogenetic,12,100,100,100,100,100,100,0.1276595745,12.76595745
68,M30726,phylogenetic,94,100,100,100,100,100,100,1,100
69,M30732,phylogenetic,2,70,70,73,72,77,78,0.0198019802,1.98019802
69,M30732,phylogenetic,1,70,40,45,46,43,43,0.009900990099,0.9900990099
69,M30732,phylogenetic,3,70,90,92,92,93,93,0.0297029703,2.97029703
69,M30732,phylogenetic,3,90,90,91,92,93,92,0.0297029703,2.97029703
69,M30732,phylogenetic,2,20,70,27,29,23,31,0.0198019802,1.98019802
69,M30732,phylogenetic,1,60,80,60,64,67,69,0.009900990099,0.9900990099
69,M30732,phylogenetic,18,100,100,100,100,100,100,0.1782178218,17.82178218
69,M30732,phylogenetic,10,100,100,98,100,99,99,0.09900990099,9.900990099
69,M30732,phylogenetic,21,100,100,100,100,100,100,0.2079207921,20.79207921
69,M30732,phylogenetic,14,100,100,100,100,99,99,0.1386138614,13.86138614
69,M30732,phylogenetic,4,90,80,86,88,84,89,0.0396039604,3.96039604
69,M30732,phylogenetic,16,100,100,100,100,100,100,0.1584158416,15.84158416
69,M30732,phylogenetic,8,80,100,90,99,94,98,0.07920792079,7.920792079
69,M30732,phylogenetic,4,100,100,100,99,98,98,0.0396039604,3.96039604
69,M30732,phylogenetic,6,100,100,98,99,98,98,0.05940594059,5.940594059
69,M30732,phylogenetic,3,60,80,67,80,71,86,0.0297029703,2.97029703
69,M30732,phylogenetic,1,50,50,53,48,53,53,0.009900990099,0.9900990099
69,M30732,phylogenetic,1,10,30,31,31,27,32,0.009900990099,0.9900990099
69,M30732,phylogenetic,1,10,50,16,49,32,41,0.009900990099,0.9900990099
69,M30732,phylogenetic,1,30,40,12,23,16,16,0.009900990099,0.9900990099
69,M30732,phylogenetic,1,60,80,64,62,64,66,0.009900990099,0.9900990099
69,M30732,phylogenetic,2,80,90,82,87,85,87,0.0198019802,1.98019802
69,M30732,phylogenetic,1,70,70,65,63,65,64,0.009900990099,0.9900990099
69,M30732,phylogenetic,3,80,90,91,88,90,90,0.0297029703,2.97029703
69,M30732,phylogenetic,101,100,100,100,100,100,100,1,100
70,M30733,phylogenetic,14,100,100,100,100,100,100,0.1272727273,12.72727273
70,M30733,phylogenetic,9,100,100,100,100,96,99,0.08181818182,8.181818182
70,M30733,phylogenetic,9,100,100,100,100,100,100,0.08181818182,8.181818182
70,M30733,phylogenetic,18,100,100,100,100,100,100,0.1636363636,16.36363636
70,M30733,phylogenetic,19,100,100,100,100,100,100,0.1727272727,17.27272727
70,M30733,phylogenetic,10,100,100,97,100,98,99,0.09090909091,9.090909091
70,M30733,phylogenetic,14,100,100,99,100,98,99,0.1272727273,12.72727273
70,M30733,phylogenetic,10,100,100,100,100,100,100,0.09090909091,9.090909091
70,M30733,phylogenetic,2,90,90,87,88,90,90,0.01818181818,1.818181818
70,M30733,phylogenetic,13,100,100,100,100,99,100,0.1181818182,11.81818182
70,M30733,phylogenetic,8,100,100,96,100,97,99,0.07272727273,7.272727273
70,M30733,phylogenetic,8,100,100,97,99,96,98,0.07272727273,7.272727273
70,M30733,phylogenetic,7,70,100,87,95,88,95,0.06363636364,6.363636364
70,M30733,phylogenetic,8,100,100,100,100,99,99,0.07272727273,7.272727273
70,M30733,phylogenetic,1,60,60,53,69,64,67,0.009090909091,0.9090909091
70,M30733,phylogenetic,6,90,80,71,90,75,87,0.05454545455,5.454545455
70,M30733,phylogenetic,9,80,100,90,98,94,98,0.08181818182,8.181818182
70,M30733,phylogenetic,4,100,100,96,96,91,94,0.03636363636,3.636363636
70,M30733,phylogenetic,5,70,90,89,93,88,94,0.04545454545,4.545454545
70,M30733,phylogenetic,1,40,80,47,58,54,62,0.009090909091,0.9090909091
70,M30733,phylogenetic,4,60,30,44,60,42,58,0.03636363636,3.636363636
70,M30733,phylogenetic,1,50,50,65,65,74,67,0.009090909091,0.9090909091
70,M30733,phylogenetic,7,100,100,93,98,97,99,0.06363636364,6.363636364
70,M30733,phylogenetic,1,80,30,46,37,26,32,0.009090909091,0.9090909091
70,M30733,phylogenetic,1,10,20,11,13,6,11,0.009090909091,0.9090909091
70,M30733,phylogenetic,1,30,40,32,44,34,38,0.009090909091,0.9090909091
70,M30733,phylogenetic,110,100,100,100,100,100,100,1,100
71,M31029,phylogenetic,1,80,60,69,75,62,64,0.02222222222,2.222222222
71,M31029,phylogenetic,3,100,100,94,94,93,94,0.06666666667,6.666666667
71,M31029,phylogenetic,8,100,100,100,100,99,99,0.1777777778,17.77777778
71,M31029,phylogenetic,5,80,100,98,100,97,98,0.1111111111,11.11111111
71,M31029,phylogenetic,21,100,100,100,100,100,100,0.4666666667,46.66666667
71,M31029,phylogenetic,1,40,20,24,28,21,31,0.02222222222,2.222222222
71,M31029,phylogenetic,1,10,20,12,17,12,19,0.02222222222,2.222222222
71,M31029,phylogenetic,1,40,40,62,67,64,64,0.02222222222,2.222222222
71,M31029,phylogenetic,2,80,80,53,74,65,70,0.04444444444,4.444444444
71,M31029,phylogenetic,1,40,80,41,55,48,55,0.02222222222,2.222222222
71,M31029,phylogenetic,1,70,70,61,64,60,64,0.02222222222,2.222222222
71,M31029,phylogenetic,1,40,20,8,26,10,26,0.02222222222,2.222222222
71,M31029,phylogenetic,2,50,80,38,64,42,61,0.04444444444,4.444444444
71,M31029,phylogenetic,1,40,60,25,40,27,44,0.02222222222,2.222222222
71,M31029,phylogenetic,1,40,40,38,26,33,27,0.02222222222,2.222222222
71,M31029,phylogenetic,1,80,70,67,63,62,61,0.02222222222,2.222222222
71,M31029,phylogenetic,1,10,20,18,27,17,28,0.02222222222,2.222222222
71,M31029,phylogenetic,1,30,50,38,36,37,39,0.02222222222,2.222222222
71,M31029,phylogenetic,1,20,30,26,24,23,33,0.02222222222,2.222222222
71,M31029,phylogenetic,2,100,90,86,82,83,85,0.04444444444,4.444444444
71,M31029,phylogenetic,3,100,90,91,91,90,92,0.06666666667,6.666666667
71,M31029,phylogenetic,3,80,80,91,91,82,92,0.06666666667,6.666666667
71,M31029,phylogenetic,10,100,100,100,100,99,100,0.2222222222,22.22222222
71,M31029,phylogenetic,1,70,70,60,60,59,63,0.02222222222,2.222222222
71,M31029,phylogenetic,45,100,100,100,100,100,100,1,100
72,M31089,phylogenetic,1,70,80,68,74,65,72,0.01351351351,1.351351351
72,M31089,phylogenetic,10,100,100,100,100,100,100,0.1351351351,13.51351351
72,M31089,phylogenetic,5,100,100,95,98,97,98,0.06756756757,6.756756757
72,M31089,phylogenetic,7,100,100,100,100,98,99,0.09459459459,9.459459459
72,M31089,phylogenetic,1,30,40,36,39,25,32,0.01351351351,1.351351351
72,M31089,phylogenetic,1,70,70,61,67,62,64,0.01351351351,1.351351351
72,M31089,phylogenetic,1,50,10,43,48,36,49,0.01351351351,1.351351351
72,M31089,phylogenetic,1,20,70,42,53,39,50,0.01351351351,1.351351351
72,M31089,phylogenetic,1,70,20,35,32,37,31,0.01351351351,1.351351351
72,M31089,phylogenetic,5,90,100,97,99,96,98,0.06756756757,6.756756757
72,M31089,phylogenetic,9,80,100,98,100,96,99,0.1216216216,12.16216216
72,M31089,phylogenetic,29,100,100,100,100,100,100,0.3918918919,39.18918919
72,M31089,phylogenetic,74,100,100,100,100,100,100,1,100
73,M31090,phylogenetic,44,100,100,100,100,100,100,1,100
74,M31275,phylogenetic,1,40,20,46,55,48,57,0.003333333333,0.3333333333
74,M31275,phylogenetic,3,80,80,62,70,55,68,0.01,1
74,M31275,phylogenetic,9,80,100,73,91,70,84,0.03,3
74,M31275,phylogenetic,9,60,50,55,60,54,53,0.03,3
74,M31275,phylogenetic,9,20,30,16,34,8,16,0.03,3
74,M31275,phylogenetic,8,70,70,32,52,44,52,0.02666666667,2.666666667
74,M31275,phylogenetic,17,100,100,98,100,99,99,0.05666666667,5.666666667
74,M31275,phylogenetic,17,100,100,98,100,97,99,0.05666666667,5.666666667
74,M31275,phylogenetic,29,100,100,100,100,100,100,0.09666666667,9.666666667
74,M31275,phylogenetic,16,100,100,97,98,97,98,0.05333333333,5.333333333
74,M31275,phylogenetic,23,100,100,100,100,100,100,0.07666666667,7.666666667
